,sentence,labels
1350,"In Bill Gates' February 24, 2004 talk as part of his Five Campus Tour (Harvard, MIT, Cornell, Carnegie-Mellon and Illinois) titled ""Software Breakthroughs: Solving the Toughest Problems in Computer Science,"" he mentioned that Microsoft hires more graduates from the University of Illinois at Urbana–Champaign than from any other university in the world.",0
1351,"Alumnus William M. Holt, a Senior Vice-President of Intel, also mentioned in a campus talk on September 27, 2007, entitled ""R&D to Deliver Practical Results: Extending Moore's Law"" that Intel hires more PhD graduates from the University of Illinois at Urbana–Champaign than from any other university in the country.",0
1352,"In 2007, the university-hosted research Institute for Condensed Matter Theory (ICMT) was launched, with the director Paul Goldbart and the chief scientist Anthony Leggett.",0
1353,ICMT is currently located at the Engineering Science Building on campus.,0
1354,"The University Professional and Continuing Education Association (UPCEA), which recognizes excellence in both individual and institutional achievements, has awarded two awards to U of I.",0
1355,"Through different departments, programs, and registered student organizations, the University of Illinois encourages students to become entrepreneurs through competitions, mentoring, and advising.",0
1356,The Technology Entrepreneur Center at the University of Illinois at Urbana Champaign is a permanent center established to provide students with resources for their entrepreneurial ideas.,0
1357,"The center offers classes, venture and product competitions, and workshops to introduce students to technology innovation and market adoption.",0
1358,"Events and programs hosted by the TEC include the Cozad New Venture Challenge, Silicon Valley Entrepreneurship Workshop, Illinois I-Corps, and SocialFuse.",0
1359,The campus-wide Cozad New Venture Challenge has been held annually since 2000.,0
1360,"Participants are mentored in the phases of venture creation and attend workshops on idea validation, pitching skills, and customer development.",0
1361,"In 2019, teams competed for $250,000 in funding.",0
1362,"The Silicon Valley Workshop is a week-long workshop, occurring annually in January.",0
1363,Students visit startups and technology companies in the Silicon Valley and network entrepreneurial alumni from the University of Illinois at Urbana Champaign.,0
1364,"Students are exposed to technology entrepreneurship, innovation, and leadership.",0
1365,"The trip features corporate leaders, venture capitalists, and entrepreneurs in various stages of a startup lifecycle.",0
1366,"Illinois I-Corps teaches National Science Foundation grantees how to learn to identify valuable product opportunities that can emerge from academic research, and gain skills in entrepreneurship through training in customer discovery and guidance from established entrepreneurs.",0
1367,"The program is a collaboration between the Technology Entrepreneur Center and EnterpriseWorks, with participation from the Office of Technology Management and IllinoisVentures.",0
1368,"The program consists of 3 workshops over 6 weeks, where teams work to validate the market size, value propositions, and customer segments of their innovations.",0
1369,"SocialFuse is a recurring pitching and networking event where students can pitch ideas, find teammates, and network.",0
1370,"BCS theory – John Bardeen, in collaboration with Leon Cooper and his doctoral student John Robert Schrieffer, proposed the standard theory of superconductivity known as the BCS theory (named for their initials).",0
1371,They shared the Nobel Prize in Physics 1972 for their discovery.,0
1372,Sweet corn – John Laughnan produced corn with higher than normal levels of sugar while he was a professor at the university.,0
1373,"ILLIAC I – (Illinois Automatic Computer), a pioneering computer built in 1952 by the University of Illinois, was the first computer built and owned entirely by a US educational institution.",0
1374,"Lejaren Hiller, in collaboration with Leonard Issacson, programmed the ILLIAC I computer at the University of Illinois at Urbana–Champaign (where both composers were professors) to generate compositional material for his String Quartet No.",0
1375,4.,0
1376,ILLIAC Suite – is a 1957 composition for string quartet which is generally agreed to be the first score composed by an electronic computer.,0
1377,LLVM – compiler infrastructure project (formerly Low Level Virtual Machine).,0
1378,Vikram Adve (professor) and Chris Lattner started development as a research assistant and M.Sc.,0
1379,student.,0
1380,Mosaic (web browser) – The first successful consumer web browser was developed at the National Center for Supercomputing Applications (NCSA) at the University of Illinois Urbana–Champaign released in 1993.,0
1381,PLATO – (Programmed Logic for Automatic Teaching Operations) was the first generalized computer assisted instruction system.,0
1382,"Starting in 1960, it ran on the University of Illinois' ILLIAC I computer.",0
1383,"By the late 1970s, it supported several thousand graphics terminals distributed worldwide, running on nearly a dozen different networked mainframe computers.",0
1384,"Many modern concepts in multi-user computing were developed on PLATO, including forums, message boards, online testing, e-mail, chat rooms, picture languages, instant messaging, remote screen sharing, and multiplayer video games.",0
1385,Touchscreens & Plasma displays – developed by Donald Bitzer in the 1960s.,0
1386,Talkomatic – (http://talko.cc/) is an online chat system that facilitates real-time text communication among a small group of people.,0
1387,created by Doug Brown and David R. Woolley in 1973 on the PLATO System.,0
1388,"Synchronized Sound-on-film – Joseph Tykociński-Tykociner publicly demonstrated for the first time a motion picture with a soundtrack optically recorded directly onto the film June 9, 1922.",0
1389,"UIUC alumni and faculty have founded numerous companies and organizations, some of which are shown below.",0
1390,"Andreessen Horowitz, 2009, co-founder Marc Andreessen (B.S.)",0
1391,"Advanced Micro Devices (AMD), 1969, co-founder Jerry Sanders (B.S).",0
1392,"Arizona Diamondbacks, 1995, founder, Jerry Colangelo (B.A.)",0
1393,"Beckman Coulter, 1935, founder Arnold Orville Beckman (B.S, M.S).",0
1394,"BET, 1980, co-founder Robert L. Johnson (B.A.)",0
1395,"Chicago Bears, 1920, founder George Halas
Girls Who Code, 2012, founder Reshma Saujani (B.A.)",0
1396,"Harlem Globetrotters, 1926, founder Abe Saperstein
National Football League, 1920, co-founder George Halas
Netscape, 1994, co-founder Marc Andreessen (B.S).",0
1397,"Oracle, 1977, co-founders Larry Ellison (dropout) and Bob Miner (B.S).",0
1398,"PayPal (Confinity), 1998, co-founders Luke Nosek (B.S) and Max Levchin (B.S).",0
1399,"Playboy Enterprises, 1953, founder Hugh Hefner (B.A).",0
1400,"Siebel Systems, 1993, co-founder Thomas Siebel (B.A, M.S, M.B.A).",0
1401,"Tesla, 2003, co-founder Martin Eberhard (B.S,.",0
1402,M.S).,0
1403,"W. W. Grainger, 1927, founder William Wallace Grainger (B.S.)",0
1404,"Yelp, 2004, co-founders Jeremy Stoppelman (B.S) and Russel Simmons (B.S).",0
1405,"YouTube, 2005, co-founders Steve Chen (B.S) and Jawed Karim (B.S).",0
1406,"As of spring 2018, the university had 45,813 students.",0
1407,"As of 2015, over 10,000 students were international students, and of them 5,295 were Mainland Chinese.",0
1408,"The university also recruits students from over 100 countries among its 32,878 undergraduate students and 10,245 graduate and professional students.",0
1409,"The gender breakdown is 55% men, 45% women.",0
1410,"UIUC in 2014 enrolled 4,898 students from China, more than any other American university.",0
1411,"They comprise the largest group of international students on the campus, followed by South Korea (1,268 in fall 2014) and India (1,167).",0
1412,"Graduate enrollment of Chinese students at UIUC has grown from 649 in 2000 to 1,973 in 2014.",0
1413,"The university has over 1,000 active registered student organizations, showcased at the start of each academic year during Illinois's ""Quad Day.""",0
1414,"Registration and support is provided by the Student Programs & Activities Office, an administrative arm established in pursuit of the larger social, intellectual, and educative goals of the Illini Student Union.",0
1415,"The Office's mission is to ""enhance ... classroom education,"" ""meet the needs and desires of the campus community,"" and ""prepare students to be contributing and humane citizens.""",0
1416,"Beyond student organizations, The Daily Illini is a student-run newspaper that has been published for the community of since 1871.",0
1417,"The paper is published by Illini Media Company, a not-for-profit which also prints other publications, and operates WPGU 107.1 FM, a student-run commercial radio station.",0
1418,The Varsity Men's Glee Club is an all-male choir at the University of Illinois that was founded in 1886.,0
1419,The Varsity Men's Glee Club is one of the oldest glee clubs in the United States as well as the oldest registered student organisation at the University of Illinois.,0
1420,"As of 2018, the University also has the largest chapter of Alpha Phi Omega with over 340 active members.",0
1421,There are 59 fraternities and 38 sororities on campus.,0
1422,"Of the approximately 30,366 undergraduates, 3,463 are members of sororities and 3,674 are members of fraternities.",0
1423,The Greek system at the University of Illinois at Urbana–Champaign has a system of self-government.,0
1424,"While staff advisors and directors manage certain aspects of the Greek community, most of the day-to-day operations of the Greek community are governed by the Interfraternity Council and Panhellenic Council.",0
1425,"A smaller minority of fraternities and sororities fall under the jurisdiction of the Black Greek Council and United Greek Council; the Black Greek Council serves ""historically black"" Greek organizations while the United Greek council comprises other multicultural organizations.",0
1426,Many of the fraternity and sorority houses on campus are on the National Register of Historic Places.,0
1427,U of I has an extensive history of past student governments.,0
1428,"Two years after the university opened in 1868, John Milton Gregory and a group of students created a constitution for a student government.",0
1429,"Their governance expanded to the entire university in 1873, having a legislative, executive, and judicial branch.",0
1430,"For a period of time, this government had the ability to discipline students.",0
1431,"In 1883, however, due to a combination of events from Gregory's resignation to student-faculty infighting, the government formally dissolved itself via plebiscite.It wasn't until 1934, when the Student Senate, the next university-wide student government, was created.",0
1432,"A year before, future U of I Dean of Students, Fred H. Turner and the university's Senate Committee on Student Affairs gave increased power to the Student Council, an organization primarily known for organizing dances.",0
1433,"A year after, the Student Council created a constitution and became the Student Senate, under the oversight of the Committee on Student Affairs.",0
1434,This Student Senate would last for 35 years.,0
1435,"The Student Senate changed its purpose and name in 1969, when it became the Undergraduate Student Association (UGSA).",0
1436,"It no longer was a representational government, instead becoming a collective bargaining agency.",0
1437,"It often worked with the Graduate Student Association to work on various projectsIn 1967, Bruce A. Morrison and other U of I graduates founded the Graduate Student Association (GSA).",0
1438,"GSA would last until 1978, when it merged with the UGSA to form the Champaign-Urbana Student Association (CUSA).",0
1439,CUSA lasted for only 2 years when it was replaced by the Student Government Association (SGA) in 1980.,0
1440,SGA lasted for 15 years until it became the Illinois Student Government (ISG) in 1995.,0
1441,"ISG lasted until 2004.The current university student government, created in 2004, is the Illinois Student Senate, a combined undergraduate and graduate student senate with 54 voting members.",0
1442,"The student senators are elected by college and represent the students in the Urbana–Champaign Senate (which comprises both faculty and students), as well as on a variety of faculty and administrative committees, and are led by an internally elected executive board of a President, External Vice President, Internal Vice President, and Treasurer.",0
1443,"As of 2012, the executive board is supported by an executive staff consisting of a Chief of Staff, Clerk of the Senate, Parliamentarian, Director of Communications, Intern Coordinator, and the Historian of the Senate.",0
1444,University housing for undergraduates is provided through twenty-four residence halls in both Urbana and Champaign.,0
1445,Incoming freshmen are required to live in student housing (campus or certified) their first year on campus.,0
1446,"Graduate housing is usually offered through two graduate residence halls, restricted to students who are sophomores or above, and through three university-owned apartment complexes.",0
1447,Some undergraduates choose to move into apartments or the Greek houses after their second year.,0
1448,"There are a number of private dormitories around campus, as well as 15 private, certified residences that partner with the university to offer a variety of different housing options, including ones that are cooperatives, single-gender or religiously-affiliated.",0
1449,The university is known for being one of the first universities to provide accommodations for students with disabilities.,0
1450,"Currently, most first-year students with disabilities will live in Nugent Hall, supported by the Beckwith Residential Support Services.",0
1451,"In 2015, the University of Illinois announced that they would be naming its newest residence hall after Carlos Montezuma also known as Wassaja.",0
1452,Wassaja is the first Native American graduate and is believed to be one of the first Native Americans to receive a medical degree.,0
1453,The campus library system is one of the largest public academic collections in the world.,0
1454,"Among universities in North America, only the collections of Harvard are larger.",0
1455,"Currently, the University of Illinois' 20+ departmental libraries and divisions hold more than 24 million items, including more than 12 million print volumes.",0
1456,"As of 2012, it had also the largest ""browsable"" university library in the United States, with 5 million volumes directly accessible in stacks in a single location.",0
1457,University of Illinois also has the largest public engineering library (Grainger Engineering Library) in the country.,0
1458,"In addition to the main library building, which houses nearly 10 subject-oriented libraries, the Isaac Funk Family Library on the South Quad serves the College of Agriculture, Consumer, and Environmental Sciences and the Grainger Engineering Library Information Center serves the College of Engineering on the John Bardeen Quad.",0
1459,Residence Hall Library System is one of three in the nation.,0
1460,"The Residence Hall Libraries were created in 1948 to serve the educational, recreational, and cultural information needs of first and second year undergraduate students residing in the residence halls, and the living-learning communities within the residence halls.",0
1461,"The collection also serves University Housing staff as well as the larger campus community, including undergraduate and graduate students, and university faculty and staff.",0
1462,The Rare Book & Manuscript Library (RBML) is one of the Special collections units within the University Library.,0
1463,"The RBML is one of the largest special collections repositories in the United States.The university has several museums, galleries, and archives which include Krannert Art Museum, Sousa Archives and Center for American Music and Spurlock Museum.",0
1464,Gallery and exhibit locations include Krannert Center for the Performing Arts and at the School of Art and Design.,0
1465,"The campus has two main recreation facilities, the Activities and Recreation Center (ARC) and the Campus Recreation Center – East (CRCE).",0
1466,"Originally known as the Intramural Physical Education Building (IMPE) and opened in 1971, IMPE was renovated in 2006 and reopened in August 2008 as the ARC.",0
1467,"The renovations expanded the facility, adding 103,433 square feet to the existing structure and costing $54.9 million.",0
1468,"This facility is touted by the university as ""one of the country's largest on-campus recreation centers.""",0
1469,"CRCE was originally known as the Satellite Recreation Center, and was opened in 1989.",0
1470,"The facility was renovated in 2005 to expand the space and update equipment, officially reopening in March 2005 as CRCE.",0
1471,The bus system that operates throughout the campus and community is operated by the Champaign-Urbana Mass Transit District.,0
1472,"The MTD receives a student-approved transportation fee from the university, which provides unlimited access for university students.",0
1473,"In addition, the university pays for universal access for all its faculty and staff.",0
1474,Six daily Amtrak trains connect Champaign-Urbana with Chicago and Carbondale (IL).,0
1475,"The City of New Orleans train also serves Memphis, Jackson, Mississippi, and New Orleans.",0
1476,"Willard Airport, opened in 1954 and is named for former University of Illinois president Arthur Cutts Willard.",0
1477,The airport is located in Savoy.,0
1478,"Willard Airport is home to University research projects and the university's Institute of Aviation, along with flights from American Airlines.",0
1479,U of I's Division of Intercollegiate Athletics fields teams for ten men's and eleven women's varsity sports.,0
1480,The university participates in the NCAA's Division I.,0
1481,The university's athletic teams are known as the Fighting Illini.,0
1482,"The university operates a number of athletic facilities, including Memorial Stadium for football, the State Farm Center for men's and women's basketball, and the Atkins Tennis Center for men's and women's tennis.",0
1483,"The men's NCAA basketball team had a dream run in the 2005 season, with Bruce Weber's Fighting Illini tying the record for most victories in a season.",0
1484,Their run ended 37–2 with a loss to the North Carolina Tar Heels in the national championship game.,0
1485,Illinois is a member of the Big Ten Conference.,0
1486,"Notable among a number of songs commonly played and sung at various events such as commencement and convocation, and athletic games are: Illinois Loyalty, the school song, Oskee Wow Wow, the fight song, and Hail to the Orange, the alma mater.",0
1487,"On October 15, 1910, the Illinois football team defeated the University of Chicago Maroons with a score of 3–0 in a game that Illinois claims was the first homecoming game, though several other schools claim to have held the first homecoming as well.",0
1488,"On November 10, 2007, the unranked Illinois football team defeated the No.",0
1489,"1 ranked Ohio State football team in Ohio Stadium, the first time that the Illini beat a No.",0
1490,1 ranked team on the road.,0
1491,The University of Illinois Ice Arena is home to the university's club college ice hockey team competing at the ACHA Division I level and is also available for recreational use through the Division of Campus Recreation.,0
1492,"It was built in 1931 and designed by Chicago architecture firm Holabird and Root, the same firm that designed the University of Illinois Memorial Stadium and Chicago's Soldier Field.",0
1493,It is located on Armory Drive across from the Armory.,0
1494,The structure features 4 rows of bleacher seating in an elevated balcony that runs the length of the ice rink on either side.,0
1495,"These bleachers provide seating for roughly 1,200 fans, with standing room and bench seating available underneath.",0
1496,"Because of this set-up the team benches are actually directly underneath the stands.In 2015, the university began Mandarin Chinese broadcasts of its American football games as a service to its Chinese international students.",0
1497,"Chief Illiniwek, also referred to as ""The Chief,"" was from 1926 to 2007 the official symbol of the University of Illinois in university intercollegiate athletic programs.",0
1498,The Chief was typically portrayed by a student dressed in Sioux regalia.,0
1499,Several groups protested that the use of a Native American figure and indigenous customs in such a manner was inappropriate and promoted ethnic stereotypes.,0
1500,"In August 2005 the National Collegiate Athletic Association expressed disapproval of the university's use of a ""hostile or abusive"" image.",0
1501,"While initially proposing a consensus approach to the decision about the Chief, the board in 2007 decided that the Chief, its name, image and regalia should be officially retired.",0
1502,"Nevertheless, the controversy continues on campus with some students unofficially maintaining the Chief.",0
1503,Complaints continue that indigenous students feel insulted when images of the Chief continue to be present on campus.,0
1504,"The effort to resolve the controversy by the current chancellor has included the work of a committee that issued a report of its ""critical conversations"" that included over 600 participants representing all sides, which remain sharply divided.",0
1505,27 alumni and faculty members of the University of Illinois at Urbana–Champaign have won a Pulitzer Prize.,0
1506,"As of 2019, the University of Illinois at Urbana–Champaign alumni, faculty, and researchers include 30 Nobel laureates (including 11 alumni).",0
1507,"In particular, John Bardeen is the only person to have won two Nobel prizes in physics, having done so in 1956 and 1972 while on faculty at the university.",0
1508,"In 2003, two faculty members won Nobel prizes in different disciplines: Paul C. Lauterbur for physiology or medicine, and Anthony Leggett for physics.",0
1509,"The alumni of the university have created companies and products such as Netscape Communications (formerly Mosaic) (Marc Andreessen), AMD (Jerry Sanders), PayPal (Max Levchin), Playboy (Hugh Hefner), National Football League (George Halas), Siebel Systems (Thomas Siebel), Mortal Kombat (Ed Boon), CDW (Michael Krasny), YouTube (Steve Chen and Jawed Karim), THX (Tomlinson Holman), Andreessen Horowitz (Marc Andreessen), Oracle (Larry Ellison and Bob Miner), Lotus (Ray Ozzie), Yelp!",0
1510,"(Jeremy Stoppelman and Russel Simmons), Safari (Dave Hyatt), Firefox (Joe Hewitt), W. W. Grainger (William Wallace Grainger), Delta Air Lines (C. E. Woolman), Beckman Instruments (Arnold Beckman), BET (Robert L. Johnson), and Tesla Motors (Martin Eberhard).Alumni and faculty have invented the LED and the quantum well laser (Nick Holonyak, B.S.",0
1511,"1950, M.S.",0
1512,"1951, Ph.D. 1954), DSL (John Cioffi, B.S.",0
1513,"1978), JavaScript (Brendan Eich, M.S.",0
1514,"1986), the integrated circuit (Jack Kilby, B.S.",0
1515,"1947), the transistor (John Bardeen, faculty, 1951–1991), the pH meter (Arnold Beckman, B.S.",0
1516,"1922, M.S.",0
1517,"1923), MRI (Paul C. Lauterbur), the plasma screen (Donald Bitzer, B.S.",0
1518,"1955, M.S.",0
1519,"1956, Ph.D. 1960), color plasma display (Larry F. Weber B.S.",0
1520,1968 M.S.,0
1521,"1971 Ph.D. 1975), the training methodology called PdEI and the coin counter (James P. Liautaud B.S.",0
1522,"1963), the statistical algorithm called Gibbs sampling in computer vision and the machine learning technique called random forests (Donald Geman, B.A.",0
1523,"1965), and are responsible for the structural design of such buildings as the Willis Tower, the John Hancock Center, and the Burj Khalifa.Mathematician Richard Hamming, known for the Hamming code and Hamming distance, earned a PhD in mathematics from the university's Mathematics Department in 1942.",0
1524,"Structural engineer Fazlur Rahman Khan earned two master's degrees, and a PhD in structural engineering from the university.",0
1525,"Alumni have also led several companies, including BitTorrent (Eric Klinker), Renaissance Technologies (Robert Mercer), Ticketmaster, McDonald's, Goldman Sachs, BP, Kodak, Shell, General Motors, Playboy, AT&T, General Electric,  and Flipkart.",0
1526,"Alumni have founded many organizations, including the Susan G. Komen for the Cure and Project Gutenberg, and have served in a wide variety of government and public interest roles.",0
1527,"Rafael Correa, President of The Republic of Ecuador since January 2006 secured his M.S.",0
1528,and PhD degrees from the university's Economics Department in 1999 and 2001 respectively.,0
1529,Nathan C. Ricker attended U of I and in 1873 was the first person to graduate in the United States with a degree in Architecture.,0
1530,"Mary L. Page, the first woman to obtain a degree in architecture, also graduated from U of I.",0
1531,"Disability rights activist and co-organizer of the 504 Sit-in, Kitty Cone, attended during the 1960s, but left 6 hours short of her degree to continue her activism in New York.In sports, baseball pitcher Ken Holtzman was a two-time All Star major leaguer, and threw two no-hitters in his career.",0
1532,"In sports entertainment, David Otunga became a two-time WWE Tag Team Champion.",0
1533,Eta Kappa Nu (HKN) was founded as the national honor society for electrical engineering in 1904.,0
1534,Maurice LeRoy Carr (B.S.,0
1535,1905) and Edmund B. Wheeler (B.S.,0
1536,1905) were part of the founding group of ten students and they served as the first and second national presidents of HKN.,0
1537,The Eta Kappa Nu organization is now the international honor society for IEEE as the IEEE-Eta Kappa Nu (IEEE-HKN).,0
1538,The U of I collegiate chapter is known as the Alpha Chapter of HKN.,0
1539,Over the last twenty years state funding for the university has fallen from 44.5% to 16.4%.,0
1540,"Private philanthropy increasingly supplements revenue from tuition and state funding, currently providing about 19% of the annual budget.",0
1541,"Notable among significant donors, alumnus entrepreneur Thomas M. Siebel has committed nearly $150 million to the university including $36 million to build the Thomas M. Siebel Center for Computer Science and the Grainger Foundation founded by alumnus W. W. Grainger has contributed more than $300 million to the university over the last half-century.",0
1542,"Carrie Thomas Alexander-Bahrenberg, university trustee until 1912
HoTDeC, test bed for autonomous vehicles






Hoddeson, Lillian.",0
1543,No Boundaries: University of Illinois Vignettes.,0
1544,"(University of Illinois Press, 2004; ISBN 9780252072031)
Hoganson, Kristin L.  The Heartland:  An American History (Penguin Random House, 2019) online reviews
Kanfer, Alaina.",0
1545,Illini Loyalty: The University of Illinois.,0
1546,"(University of Illinois Press, 2011; ISBN 9780252035005)
Solberg, Winton U.",0
1547,"The University of Illinois, 1894-1904: The Shaping of the University.",0
1548,"(University of Illinois Press, 2000; ISBN 9780252025792)



Official website 
University of Illinois Athletics website
 ""Illinois, University of"" .",0
1549,Collier's New Encyclopedia.,0
1550,1921.,0
1551,"""Illinois, University of"" .",0
1552,New International Encyclopedia.,0
1553,1905.,0
1554,Computer science is the study of algorithmic processes and computational machines.,0
1555,"As a discipline, computer science spans a range of topics from theoretical studies of computation and information to the practical issues of implementing computing systems in hardware and software.",0
1556,"Computer science addresses any computational problems, especially information processes, such as control, communication, perception, learning, and intelligence.Its fields can be divided into theoretical and practical disciplines.",0
1557,"For example, computational complexity theory describes the amount of resources required to solve computational problems, while computer graphics and computational geometry emphasizes more specific applications.",0
1558,Algorithmics have been called the heart of computer science.,0
1559,"Programming language theory considers approaches to the description of computational processes, while software engineering involves the use of programming languages and complex systems.",0
1560,Computer architecture and computer engineering deals with construction of computer components and computer-controlled equipment.,0
1561,"Human–computer interaction considers the challenges in making computers useful, usable, and accessible.",0
1562,"Artificial intelligence aims to synthesize goal-orientated processes such as problem-solving, decision-making, environmental adaptation, planning and learning found in humans and animals.",0
1563,The earliest foundations of what would become computer science predate the invention of the modern digital computer.,0
1564,"Machines for calculating fixed numerical tasks such as the abacus have existed since antiquity, aiding in computations such as multiplication and division.",0
1565,"Algorithms for performing computations have existed since antiquity, even before the development of sophisticated computing equipment.",0
1566,Wilhelm Schickard designed and constructed the first working mechanical calculator in 1623.,0
1567,"In 1673, Gottfried Leibniz demonstrated a digital mechanical calculator, called the Stepped Reckoner.",0
1568,"Leibniz may be considered the first computer scientist and information theorist, for, among other reasons, documenting the binary number system.",0
1569,"In 1820, Thomas de Colmar launched the mechanical calculator industry when he invented his simplified arithmometer, the first calculating machine strong enough and reliable enough to be used daily in an office environment.",0
1570,"Charles Babbage started the design of the first automatic mechanical calculator, his Difference Engine, in 1822, which eventually gave him the idea of the first programmable mechanical calculator, his Analytical Engine.",0
1571,"He started developing this machine in 1834, and ""in less than two years, he had sketched out many of the salient features of the modern computer"".",0
1572,"""A crucial step was the adoption of a punched card system derived from the Jacquard loom"" making it infinitely programmable.",0
1573,"In 1843, during the translation of a French article on the Analytical Engine, Ada Lovelace wrote, in one of the many notes she included, an algorithm to compute the Bernoulli numbers, which is considered to be the first published algorithm ever specifically tailored for implementation on a computer.",0
1574,"Around 1885, Herman Hollerith invented the tabulator, which used punched cards to process statistical information; eventually his company became part of IBM.",0
1575,"Following Babbage, although unaware of his earlier work, Percy Ludgate in 1909 published  the 2nd of the only two designs for mechanical analytical engines in history.",0
1576,"In 1937, one hundred years after Babbage's impossible dream, Howard Aiken convinced IBM, which was making all kinds of punched card equipment and was also in the calculator business to develop his giant programmable calculator, the ASCC/Harvard Mark I, based on Babbage's Analytical Engine, which itself used cards and a central computing unit.",0
1577,"When the machine was finished, some hailed it as ""Babbage's dream come true"".During the 1940s, with the development of new and more powerful computing machines such as the Atanasoff–Berry computer and ENIAC, the term computer came to refer to the machines rather than their human predecessors.",0
1578,"As it became clear that computers could be used for more than just mathematical calculations, the field of computer science broadened to study computation in general.",0
1579,"In 1945, IBM founded the Watson Scientific Computing Laboratory at Columbia University in New York City.",0
1580,The renovated fraternity house on Manhattan's West Side was IBM's first laboratory devoted to pure science.,0
1581,"The lab is the forerunner of IBM's Research Division, which today operates research facilities around the world.",0
1582,"Ultimately, the close relationship between IBM and the university was instrumental in the emergence of a new scientific discipline, with Columbia offering one of the first academic-credit courses in computer science in 1946.",0
1583,Computer science began to be established as a distinct academic discipline in the 1950s and early 1960s.,0
1584,"The world's first computer science degree program, the Cambridge Diploma in Computer Science, began at the University of Cambridge Computer Laboratory in 1953.",0
1585,The first computer science department in the United States was formed at Purdue University in 1962.,0
1586,"Since practical computers became available, many applications of computing have become distinct areas of study in their own rights.",0
1587,"Although many initially believed it was impossible that computers themselves could actually be a scientific field of study, in the late fifties it gradually became accepted among the greater academic population.",0
1588,It is the now well-known IBM brand that formed part of the computer science revolution during this time.,0
1589,"IBM (short for International Business Machines) released the IBM 704 and later the IBM 709 computers, which were widely used during the exploration period of such devices.",0
1590,"""Still, working with the IBM [computer] was frustrating […] if you had misplaced as much as one letter in one instruction, the program would crash, and you would have to start the whole process over again"".",0
1591,"During the late 1950s, the computer science discipline was very much in its developmental stages, and such issues were commonplace.The concept of a field-effect transistor was proposed by Julius Edgar Lilienfeld in 1925.",0
1592,"John Bardeen and Walter Brattain, while working under William Shockley at Bell Labs, built the first working transistor, the point-contact transistor, in 1947.",0
1593,"In 1953, the University of Manchester built the first transistorized computer, called the Transistor Computer.",0
1594,"However, early junction transistors were relatively bulky devices that were difficult to manufacture on a mass-production basis, which limited them to a number of specialised applications.",0
1595,"The metal–oxide–silicon field-effect transistor (MOSFET, or MOS transistor) was invented by Mohamed Atalla and Dawon Kahng at Bell Labs in 1959.",0
1596,It was the first truly compact transistor that could be miniaturised and mass-produced for a wide range of uses.,0
1597,"The MOSFET made it possible to build high-density integrated circuit chips, leading to what is known as the computer revolution or microcomputer revolution.Time has seen significant improvements in the usability and effectiveness of computing technology.",0
1598,"Modern society has seen a significant shift in the demographics which make use of computer technology; usage has shifted from being mostly exclusive to experts and professionals, to a near-ubiquitous user base.",0
1599,"Initially, computers were quite costly, and some degree of humanitarian aid was needed for efficient use—in part from professional computer operators.",0
1600,"As computer adoption became more widespread and affordable, less human assistance was needed for common usage.",0
1601,"Although first proposed in 1956, the term ""computer science"" appears in a 1959 article in Communications of the ACM,
in which Louis Fein argues for the creation of a Graduate School in Computer Sciences analogous to the creation of Harvard Business School in 1921, justifying the name by arguing that, like management science, the subject is applied and interdisciplinary in nature, while having the characteristics typical of an academic discipline.",0
1602,"His efforts, and those of others such as numerical analyst George Forsythe, were rewarded: universities went on to create such departments, starting with Purdue in 1962.",0
1603,"Despite its name, a significant amount of computer science does not involve the study of computers themselves.",0
1604,"Because of this, several alternative names have been proposed.",0
1605,"Certain departments of major universities prefer the term computing science, to emphasize precisely that difference.",0
1606,"Danish scientist Peter Naur suggested the term datalogy, to reflect the fact that the scientific discipline revolves around data and data treatment, while not necessarily involving computers.",0
1607,"The first scientific institution to use the term was the Department of Datalogy at the University of Copenhagen, founded in 1969, with Peter Naur being the first professor in datalogy.",0
1608,The term is used mainly in the Scandinavian countries.,0
1609,"An alternative term, also proposed by Naur, is data science; this is now used for a multi-disciplinary field of data analysis, including statistics and databases.",0
1610,"In the early days of computing, a number of terms for the practitioners of the field of computing were suggested in the Communications of the ACM—turingineer, turologist, flow-charts-man, applied meta-mathematician, and applied epistemologist.",0
1611,"Three months later in the same journal, comptologist was suggested, followed next year by hypologist.",0
1612,The term computics has also been suggested.,0
1613,"In Europe, terms derived from contracted translations of the expression ""automatic information"" (e.g.",0
1614,"""informazione automatica"" in Italian) or ""information and mathematics"" are often used, e.g.",0
1615,"informatique (French), Informatik (German), informatica (Italian, Dutch), informática (Spanish, Portuguese), informatika (Slavic languages and Hungarian) or pliroforiki (πληροφορική, which means informatics) in Greek.",0
1616,Similar words have also been adopted in the UK (as in the School of Informatics of the University of Edinburgh).,0
1617,"""In the U.S., however, informatics is linked with applied computing, or computing in the context of another domain.",0
1618,"""A folkloric quotation, often attributed to—but almost certainly not first formulated by—Edsger Dijkstra, states that ""computer science is no more about computers than astronomy is about telescopes.""",0
1619,The design and deployment of computers and computer systems is generally considered the province of disciplines other than computer science.,0
1620,"For example, the study of computer hardware is usually considered part of computer engineering, while the study of commercial computer systems and their deployment is often called information technology or information systems.",0
1621,"However, there has been much cross-fertilization of ideas between the various computer-related disciplines.",0
1622,"Computer science research also often intersects other disciplines, such as philosophy, cognitive science, linguistics, mathematics, physics, biology, Earth science, statistics, and logic.",0
